City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,nizhnyaya salda,58.0776,60.7202,-4.78,96,Snow,1.16,RU,1698721659
295,san antonio de pale,-1.4014,5.6325,26.32,84,Clouds,6.39,GQ,1698729372
296,cambria,35.5641,-121.0808,17.53,38,Clear,0.89,US,1698675843
297,bubaque,11.2833,-15.8333,28.24,73,Clouds,4.64,GW,1698735288
298,mathis,28.0945,-97.828,8.23,88,Clouds,5.44,US,1698669662
299,tomatlan,19.9333,-105.25,25.16,86,Clouds,1.13,MX,1698670879
300,gannan,47.9147,123.5031,1.57,67,Clouds,5.86,CN,1698704870
301,las toscas,-28.3529,-59.258,18.69,83,Clouds,3.73,AR,1698743135
302,margate,51.3813,1.3862,8.16,96,Clear,3.36,GB,1698734701
303,utrik,11.2278,169.8474,28.21,79,Clouds,7.97,MH,1698690714
304,makar'yev,57.8797,43.8069,-1.14,97,Snow,1.65,RU,1698725681
305,sovetskaya gavan',48.9723,140.2878,7.28,60,Clouds,2.5,RU,1698700978
306,nantucket,41.2835,-70.0995,11.19,91,Rain,8.75,US,1698664135
307,saint-mandrier-sur-mer,43.078,5.929,13.62,75,Clear,2.24,FR,1698732537
308,newman,37.3138,-121.0208,16.27,38,Clear,0.89,US,1698675984
309,bridlington,54.0831,-0.1919,10.01,87,Clouds,1.79,GB,1698735521
310,constantia,44.1833,28.65,11.5,83,Clear,3.35,RO,1698727203
311,bobrov,51.0961,40.0333,10.01,81,Clouds,5.4,RU,1698725371
312,bintulu,3.1667,113.0333,29.8,69,Rain,0.77,MY,1698703868
313,badagry,6.4167,2.8833,26.97,84,Clouds,2.45,NG,1698730500
314,msaken,35.7292,10.5808,23.7,78,Clouds,6.17,TN,1698730695
315,robit,12.0167,39.6333,16.87,72,Clear,1.45,ET,1698722019
316,villa mercedes,-33.6757,-65.4578,11.64,34,Clouds,6.49,AR,1698744166
317,taro,-8.3862,115.28,27.0,46,Clear,2.11,ID,1698702637
318,pingliang,35.5392,106.6861,17.47,47,Clear,0.63,CN,1698707598
319,mezhdurechenskiy,59.6,65.9333,-7.94,88,Clouds,2.08,RU,1698720753
320,buurhakaba,2.8026,44.0781,24.23,89,Clouds,2.1,SO,1698720396
321,itoman,26.1247,127.6694,28.21,65,Clouds,7.72,JP,1698701814
322,prince rupert,54.3161,-130.3201,6.83,80,Clear,2.57,CA,1698680317
323,mitu,1.1983,-70.1733,25.81,77,Clouds,0.55,CO,1698661322
324,praia da vitoria,38.7333,-27.0667,19.31,77,Clouds,7.14,PT,1698740015
325,jining,35.405,116.5814,26.56,33,Clear,6.94,CN,1698705210
326,tulcea,45.1667,28.8,11.1,94,Clouds,2.06,RO,1698727281
327,kutum,14.2,24.6667,22.93,31,Clouds,6.58,SD,1698725748
328,nuuk,64.1835,-51.7216,10.34,27,Clouds,10.29,GL,1698750357
329,todos santos,23.45,-110.2167,25.25,85,Clear,1.43,MX,1698672307
330,itaituba,-4.2761,-55.9836,23.92,88,Clouds,0.82,BR,1698743985
331,lorengau,-2.0226,147.2712,28.41,74,Clouds,4.23,PG,1698695343
332,kievka,50.2619,71.5514,3.12,81,Clouds,7.38,KZ,1698717674
333,sarmiento,-45.5882,-69.07,5.49,54,Clouds,5.88,AR,1698743729
334,seminole,28.7086,-81.2081,23.44,91,Clear,2.06,US,1698665717
335,bogale,16.2833,95.4,27.95,79,Clouds,4.46,MM,1698708899
336,ammon,43.4696,-111.9666,-0.72,69,Clear,0.0,US,1698674422
337,tinogasta,-28.0632,-67.5649,15.97,60,Clear,1.31,AR,1698745151
338,colonia menno,-22.3667,-59.8167,24.35,90,Rain,5.9,PY,1698743726
339,lerwick,60.1545,-1.1494,7.0,57,Clouds,8.77,GB,1698737018
340,ritchie,-29.038,24.6028,8.56,74,Clouds,4.88,ZA,1698722964
341,codrington,-38.2667,141.9667,13.95,50,Clouds,7.04,AU,1698693978
342,nouadhibou,20.931,-17.0347,20.99,94,Clear,6.17,MR,1698736196
343,fyodorovka,53.6314,62.7078,-2.26,94,Clouds,2.87,KZ,1698720327
344,argo,37.6333,22.7333,18.09,73,Clear,1.45,GR,1698727950
345,ha tinh,18.3333,105.9,23.76,91,Clouds,2.71,VN,1698706510
346,pervomayskoye,43.919,46.7102,14.12,84,Clear,6.23,RU,1698722834
347,bousso,10.4795,16.7117,26.32,57,Clouds,0.54,TD,1698727427
348,verkhneural'sk,53.8769,59.2106,-2.19,89,Snow,3.71,RU,1698721209
349,hamilton,39.1834,-84.5333,4.11,81,Clouds,3.6,US,1698667395
350,robertsport,6.7533,-11.3686,26.17,84,Clear,2.66,LR,1698733941
351,mejit,10.2753,170.8646,28.23,79,Clouds,8.56,MH,1698690412
352,kingston,17.997,-76.7936,27.53,88,Clouds,2.57,JM,1698663923
353,nuku'alofa,-21.1333,-175.2,27.19,78,Clouds,6.69,TO,1698771495
354,richards bay,-28.783,32.0377,15.43,84,Rain,1.59,ZA,1698721202
355,kudahuvadhoo,2.6708,72.8944,27.71,70,Clouds,1.41,MV,1698713472
356,santa eularia des riu,38.9846,1.5341,19.61,63,Clear,1.03,ES,1698733170
357,kavieng,-2.5744,150.7967,27.65,75,Rain,4.25,PG,1698694465
358,tartagal,-22.5164,-63.8013,20.99,94,Clouds,2.93,AR,1698744671
359,edd,13.9297,41.6925,29.88,57,Clouds,5.93,ER,1698721644
360,fuyu,45.1833,124.8167,13.66,49,Clouds,6.91,CN,1698704216
361,kaspiysk,42.8816,47.6392,17.79,87,Clear,4.02,RU,1698722496
362,busembatia,0.7697,33.6131,17.81,95,Clouds,0.67,UG,1698722787
363,saint-joseph,-21.3667,55.6167,26.21,73,Clouds,3.67,RE,1698716105
364,belozersk,60.0326,37.7957,-2.79,80,Clouds,3.13,RU,1698727624
365,maintirano,-18.0667,44.0167,25.16,75,Clouds,3.98,MG,1698719116
366,nadym,65.5333,72.5167,-13.08,92,Clouds,3.55,RU,1698720958
367,berdigestyakh,62.0989,126.6992,-12.59,88,Clouds,1.45,RU,1698706795
368,tanque verde,32.2517,-110.7373,17.79,34,Clear,8.94,US,1698673082
369,achinsk,56.2694,90.4993,-5.72,86,Clouds,2.24,RU,1698714128
370,capao da canoa,-29.7456,-50.0097,19.59,95,Clouds,1.16,BR,1698740803
371,huarmey,-10.0681,-78.1522,19.6,87,Clouds,3.12,PE,1698662565
372,ingeniero guillermo n. juarez,-23.9,-61.85,24.08,74,Rain,5.9,AR,1698744101
373,selfoss,63.9331,-20.9971,-0.53,79,Clouds,3.81,IS,1698742882
374,tazovsky,67.4667,78.7,-17.06,97,Clouds,2.55,RU,1698720281
375,gemena,3.25,19.7667,22.58,92,Clouds,0.98,CD,1698726258
376,ilebo,-4.3167,20.5833,21.03,99,Rain,0.97,CD,1698725609
377,ixtapa,20.7,-105.2,28.57,79,Rain,1.54,MX,1698670918
378,guijuelo,40.5576,-5.6707,6.27,88,Clouds,1.54,ES,1698735057
379,dzhambeyty,50.2536,52.595,3.23,79,Clouds,5.21,KZ,1698722228
380,orapa,-21.2833,25.3667,15.15,83,Rain,5.92,BW,1698723368
381,cole harbour,44.6724,-63.4751,4.84,95,Rain,3.6,CA,1698749390
382,miasskoye,55.2784,61.8905,-2.51,98,Clouds,1.84,RU,1698720815
383,kumeny,58.1089,49.9161,-4.52,97,Clouds,2.77,RU,1698724263
384,sao felix do xingu,-6.6447,-51.995,24.61,55,Clouds,0.32,BR,1698742884
385,usogorsk,63.4106,48.6872,-3.52,83,Clouds,1.08,RU,1698725951
386,barra de santo antonio,-9.4047,-35.5072,22.6,77,Clouds,3.06,BR,1698738757
387,ta`u,-14.2336,-169.5144,26.97,78,Clouds,10.53,AS,1698684226
388,bhabhua,25.05,83.6167,24.59,53,Clouds,0.29,IN,1698712315
389,bela,25.9333,81.9833,24.98,48,Clouds,1.16,IN,1698712770
390,bay roberts,47.5999,-53.2648,1.48,94,Rain,1.33,CA,1698747298
391,sikasso,10.9167,-7.0,25.34,58,Clear,1.71,ML,1698733146
392,ierapetra,35.01,25.7353,20.64,76,Clear,2.24,GR,1698726993
393,ust'-uda,54.1742,103.0304,-4.16,46,Clouds,1.43,RU,1698710730
394,chapaev,50.2,51.1667,4.62,77,Clouds,6.14,KZ,1698722564
395,gembu,6.7,11.2667,16.89,86,Clouds,0.94,NG,1698728505
396,wuwei,37.9281,102.6414,16.67,17,Clear,0.76,CN,1698708785
397,kruisfontein,-34.0033,24.7314,9.92,91,Clear,2.24,ZA,1698722505
398,port blair,11.6667,92.75,29.02,79,Clouds,3.6,IN,1698709248
399,coquimbo,-29.9533,-71.3436,15.54,72,Clouds,1.63,CL,1698745903
400,christchurch,-43.5333,172.6333,21.97,89,Clouds,10.8,NZ,1698686040
401,okhotsk,59.3833,143.3,-0.54,95,Snow,4.96,RU,1698702101
402,kiffa,16.6166,-11.4045,30.93,36,Clouds,2.23,MR,1698734560
403,uniao da vitoria,-26.23,-51.0864,18.34,100,Clouds,0.2,BR,1698741343
404,chinde,26.8418,88.0763,19.24,54,Clouds,1.04,NP,1698711373
405,waddan,29.1614,16.139,20.25,50,Clouds,3.32,LY,1698728820
406,poquoson,37.1224,-76.3458,18.32,70,Clouds,6.69,US,1698665237
407,luanco,43.6152,-5.7934,13.71,73,Clear,5.16,ES,1698735412
408,qujing,25.4833,103.7833,16.94,70,Clouds,2.24,CN,1698707504
409,imbituba,-28.24,-48.6703,18.77,95,Clouds,0.99,BR,1698740605
410,kuala terengganu,5.3302,103.1408,30.97,74,Clouds,1.03,MY,1698706371
411,ouani,-12.1322,44.4258,25.99,77,Rain,1.47,KM,1698719405
412,ardesen,41.1911,40.9875,19.95,63,Clouds,1.22,TR,1698723914
413,ulanhot,46.0833,122.0833,3.73,42,Clouds,5.53,CN,1698704981
414,itamaraca,-7.7478,-34.8256,26.03,79,Clouds,4.45,BR,1698738696
415,bethanie,-26.4833,17.15,14.87,20,Clear,0.49,,1698724955
416,xichang,27.8964,102.2634,18.37,67,Clouds,0.95,CN,1698708044
417,tongliao,43.6125,122.2653,13.36,27,Clouds,7.67,CN,1698704650
418,santo antonio,-6.3106,-35.4789,22.1,83,Clouds,2.93,BR,1698738941
419,turpan,42.9333,89.1667,18.56,27,Clouds,0.45,CN,1698712526
420,uliastay,47.7417,96.8444,3.23,76,Clouds,1.16,MN,1698711252
421,mutuali,-14.8706,37.0044,21.76,83,Rain,1.54,MZ,1698721010
422,pimenta bueno,-11.6725,-61.1936,24.28,80,Clouds,2.07,BR,1698658397
423,nelson bay,-32.7167,152.15,26.03,49,Clouds,8.49,AU,1698692061
424,taoudenni,22.6783,-3.9836,29.22,11,Clear,4.33,ML,1698733181
425,myeik,12.4333,98.6,28.36,73,Clouds,4.28,MM,1698707890
426,itagi,-14.1628,-40.0061,19.2,89,Clouds,0.51,BR,1698739534
427,bay wood,40.7501,-73.2912,11.31,80,Clouds,5.14,US,1698664848
428,bikenibeu village,1.3673,173.1241,29.98,74,Clouds,2.57,KI,1698689340
429,castillos,-34.1667,-53.8333,13.07,87,Clouds,6.83,UY,1698741333
430,lompoc,34.6391,-120.4579,16.08,82,Clear,0.0,US,1698675614
431,dzidzantun,21.25,-89.05,25.18,80,Clear,2.49,MX,1698667077
432,chul'man,56.8479,124.9104,-15.67,90,Clouds,0.74,RU,1698705971
433,zav'yalovo,56.7847,53.3776,-1.33,94,Clouds,5.36,RU,1698723153
434,phan rang-thap cham,11.5667,108.9833,30.15,65,Rain,4.71,VN,1698705345
435,vikulovo,56.8167,70.6107,-10.65,95,Clouds,3.55,RU,1698719017
436,gustavia,17.8962,-62.8498,28.53,82,Rain,4.02,BL,1698660569
437,roosevelt,33.9668,-103.4505,1.93,32,Clear,1.6,US,1698671473
438,caetes,-8.7731,-36.6225,16.39,90,Clouds,2.37,BR,1698739063
439,dehri,24.8667,84.1833,24.22,58,Clouds,1.02,IN,1698712166
440,shadrinsk,56.0852,63.6335,-11.38,99,Clouds,0.83,RU,1698720549
441,bodaybo,57.8506,114.1933,-6.78,39,Clouds,1.65,RU,1698708755
442,kotovo,50.3211,44.8012,8.27,81,Clouds,6.49,RU,1698724111
443,craig,40.5153,-107.5464,-1.21,63,Clear,2.57,US,1698673052
444,villa gesell,-37.2639,-56.973,11.7,59,Clouds,5.28,AR,1698741788
445,rio grande,-32.035,-52.0986,18.86,95,Clouds,2.77,BR,1698741109
446,linxia chengguanzhen,35.6003,103.2064,14.17,27,Clear,0.38,CN,1698708439
447,rumoi,43.9344,141.6428,14.27,64,Clouds,2.71,JP,1698700031
448,dickinson,29.4608,-95.0513,10.55,85,Clouds,8.23,US,1698669098
449,villa la angostura,-40.7617,-71.6463,0.4,98,Clouds,1.25,AR,1698744935
450,ungsang-nodongjagu,42.3578,130.4622,16.43,66,Clouds,2.91,KP,1698702544
451,ampanihy,-24.7,44.75,19.66,90,Clouds,3.88,MG,1698718469
452,bhindar,24.5,74.1833,20.14,40,Clouds,0.89,IN,1698714541
453,nemuro,43.3236,145.575,11.85,72,Clouds,5.62,JP,1698699019
454,laguna,38.421,-121.4238,16.84,50,Clear,2.06,US,1698676183
455,holualoa,19.6228,-155.9522,26.39,77,Clouds,5.66,US,1698683032
456,alexandria,31.2156,29.9553,24.1,83,Clouds,4.67,EG,1698725663
457,uturoa,-16.7333,-151.4333,26.41,80,Clear,8.07,PF,1698679726
458,massakory,12.996,15.7293,27.52,13,Clouds,5.03,TD,1698727818
459,sydney,-33.8679,151.2073,32.01,15,Rain,2.68,AU,1698692184
460,beni saf,35.301,-1.3823,18.16,80,Clouds,1.63,DZ,1698733531
461,bafra,41.5678,35.9069,19.28,74,Clouds,2.82,TR,1698725174
462,darwin,-12.4611,130.8418,34.38,57,Clouds,1.54,AU,1698698650
463,suva,-18.1416,178.4415,27.71,78,Clouds,4.63,FJ,1698686860
464,sigli,5.3848,95.9609,28.83,68,Clouds,0.8,ID,1698708098
465,perry,37.2506,-83.1999,8.1,92,Clouds,1.92,US,1698666895
466,kalmunai,7.4167,81.8167,27.15,79,Clouds,2.31,LK,1698711614
467,staryy sambir,49.4386,23.0006,15.2,56,Clouds,7.94,UA,1698729223
468,shingu,33.7333,135.9833,20.63,52,Clear,1.67,JP,1698700407
469,hausjarvi,60.7833,24.9333,1.44,91,Snow,4.16,FI,1698730907
470,vadso,70.0744,29.7487,0.09,80,Clouds,4.12,NO,1698733473
471,akureyri,65.6835,-18.0878,-8.04,93,Clouds,0.0,IS,1698742814
472,prince george,53.9166,-122.753,-2.62,74,Clouds,1.03,CA,1698678430
473,kapit,2.0167,112.9333,29.55,72,Clouds,0.53,MY,1698703824
474,ponca city,36.707,-97.0856,0.01,83,Clear,0.0,US,1698670181
475,tromso,69.6496,18.957,0.01,93,Snow,3.09,NO,1698735810
476,lommatzsch,51.2,13.3,14.21,95,Rain,6.42,DE,1698731810
477,firmat,-33.4594,-61.4832,13.84,47,Clouds,3.33,AR,1698743232
478,forster,-32.1667,152.5167,27.38,42,Clouds,6.11,AU,1698692021
479,naberera,-4.2,36.9333,17.84,85,Clouds,3.63,TZ,1698721692
480,jurm,36.8648,70.8342,14.07,44,Clouds,0.62,AF,1698716327
481,mundemba,4.9479,8.8724,24.13,96,Clouds,0.31,CM,1698728974
482,campbell river,50.0163,-125.2446,4.69,100,Clear,1.03,CA,1698678425
483,merizo village,13.2658,144.6691,31.31,87,Clouds,5.54,GU,1698696883
484,shenjiamen,29.9576,122.298,22.18,59,Clear,3.21,CN,1698703390
485,nalchiti,22.6333,90.2833,26.62,64,Clouds,2.23,BD,1698710546
486,muisne,0.6,-80.0333,24.74,87,Clouds,3.05,EC,1698663653
487,mabai,23.0128,104.4508,18.79,74,Clouds,1.33,CN,1698707170
488,tughyl,47.7252,84.2063,9.38,91,Clouds,8.3,KZ,1698714287
489,upata,8.0086,-62.3989,21.7,98,Rain,0.53,VE,1698659856
490,malacacheta,-17.8422,-42.0767,22.07,69,Clouds,1.02,BR,1698739786
491,brits,-25.6347,27.7802,8.49,81,Rain,4.41,ZA,1698722470
492,chita,52.0333,113.55,-4.06,63,Clouds,3.0,RU,1698707849
493,aykhal,66.0,111.5,-21.0,99,Clouds,3.32,RU,1698711761
494,mananjary,-21.2167,48.3333,23.74,87,Clear,3.44,MG,1698717863
495,tommot,58.9564,126.2925,-10.65,80,Clouds,0.23,RU,1698706091
496,lesosibirsk,58.2358,92.4828,-8.94,65,Clear,4.02,RU,1698714058
497,ke-macina,13.9623,-5.3572,29.22,20,Clouds,4.6,ML,1698732940
498,molteno,-31.3968,26.3625,3.77,87,Clouds,1.73,ZA,1698722345
499,le port,-20.9373,55.2919,27.0,63,Clear,2.66,RE,1698716213
500,santa cruz,-17.8,-63.1667,26.7,83,Clouds,3.09,BO,1698658478
501,meadow lake,34.8014,-106.5436,4.52,69,Clear,1.51,US,1698672286
502,scottburgh,-30.2867,30.7532,15.21,88,Rain,2.8,ZA,1698721386
503,hadibu,12.65,54.0333,26.41,74,Clouds,4.29,YE,1698718602
504,north bend,43.4065,-124.2243,11.62,87,Clear,2.06,US,1698677360
505,pariaman,-0.619,100.12,27.03,77,Clouds,1.84,ID,1698706743
506,dwarka,22.2394,68.9678,27.85,50,Clear,2.61,IN,1698715636
507,gaspra,44.4333,34.1,16.08,75,Clear,3.86,UA,1698725922
508,baramula,34.2,74.35,13.16,47,Clear,0.54,IN,1698715248
509,revelstoke,50.9832,-118.2023,-1.99,93,Clear,0.0,CA,1698676872
510,lucheng,31.2336,117.2806,25.86,40,Clear,2.92,CN,1698704695
511,fort mcmurray,56.7268,-111.381,-3.23,68,Clouds,2.06,CA,1698676211
512,helena valley west central,46.6629,-112.0604,-1.08,90,Clear,1.54,US,1698674815
513,tindouf,27.6711,-8.1474,21.25,30,Clear,2.57,DZ,1698734539
514,santa ana de yacuma,-13.75,-65.4333,27.46,59,Clouds,3.18,BO,1698659284
515,bardai,11.65,7.2333,22.77,26,Clouds,3.57,NG,1698729774
516,murun-kuren,49.6342,100.1625,3.97,63,Clouds,2.92,MN,1698710710
517,ribeira brava,32.65,-17.0667,21.67,92,Rain,3.14,PT,1698737071
518,carupano,10.6678,-63.2585,25.52,89,Rain,2.04,VE,1698660221
519,loma de cabrera,19.4333,-71.6,24.02,94,Rain,1.8,DO,1698662768
520,stephenville,32.2207,-98.2023,6.07,68,Clouds,2.57,US,1698670070
521,saint-pierre,-21.3393,55.4781,24.82,47,Clear,4.12,RE,1698716140
522,yokadouma,3.5167,15.05,21.35,97,Clouds,0.95,CM,1698727406
523,kremsmunster,48.0529,14.1292,12.25,79,Clouds,8.23,AT,1698731166
524,broken hill,-31.95,141.4333,19.99,30,Clouds,3.9,AU,1698694698
525,ivdel',60.6911,60.4206,-4.43,65,Clouds,4.02,RU,1698722351
526,onega,63.9061,38.1404,-5.84,96,Clouds,2.15,RU,1698728649
527,kuanda,56.3161,116.0806,-9.15,41,Clouds,0.96,RU,1698707988
528,salalah,17.0151,54.0924,25.05,83,Clear,2.06,OM,1698718862
529,i-n-salah,27.1935,2.4607,28.13,15,Clouds,4.35,DZ,1698731956
530,tostado,-29.232,-61.7692,16.1,70,Clouds,0.45,AR,1698743666
531,savastepe,39.3832,27.6561,14.81,90,Clear,0.8,TR,1698726935
532,grand falls-windsor,48.9332,-55.6649,0.84,88,Clouds,1.04,CA,1698748054
533,ngama,11.7833,17.1667,27.75,40,Clouds,1.12,TD,1698727398
534,gizo,-8.103,156.8419,28.77,72,Rain,1.65,SB,1698692681
535,giyani,-23.3025,30.7187,12.86,65,Clouds,2.5,ZA,1698721939
536,nizhniy odes,63.6445,54.856,-8.14,97,Clouds,1.9,RU,1698724543
537,kletskaya,49.3145,43.0584,9.21,78,Clouds,5.71,RU,1698724386
538,karpinsk,59.7654,60.0085,-9.57,99,Clouds,0.35,RU,1698722218
539,ilhabela,-23.7781,-45.3581,23.77,92,Clouds,2.01,BR,1698740154
540,ulsteinvik,62.3432,5.8487,2.64,65,Clear,3.13,NO,1698735928
541,ancud,-41.8697,-73.8203,4.87,89,Clouds,2.74,CL,1698745330
542,cururupu,-1.8283,-44.8683,24.61,87,Clear,2.03,BR,1698741466
543,sterlibashevo,53.4376,55.2578,-0.46,95,Snow,4.89,RU,1698722085
544,coyhaique,-45.5752,-72.0662,4.34,81,Clear,1.03,CL,1698744449
545,wenzhou,27.9994,120.6668,24.82,52,Clear,0.85,CN,1698703633
546,gumdag,39.2061,54.5906,14.88,53,Clouds,6.65,TM,1698720448
547,puerto santa,-8.9906,-78.6456,18.69,90,Clouds,4.1,PE,1698662749
548,korla,41.7597,86.1469,14.92,34,Clouds,1.87,CN,1698713126
549,sao vicente,-23.9631,-46.3919,30.15,26,Clouds,0.84,BR,1698740388
550,adiake,5.2863,-3.304,25.17,91,Clear,2.01,CI,1698731917
551,salinas,36.6777,-121.6555,18.65,36,Clear,2.06,US,1698676079
552,tazacorte,28.629,-17.9293,22.54,91,Rain,3.13,ES,1698736960
553,crane,31.3974,-102.3501,4.75,48,Clear,1.98,US,1698671000
554,dzhalagash,45.0833,64.6667,6.75,68,Clear,5.42,KZ,1698718655
555,vallegrande,-18.4897,-64.1069,17.04,82,Clouds,1.32,BO,1698658658
556,santa ana,33.7456,-117.8678,23.82,15,Clear,1.79,US,1698674917
557,verkhnevilyuysk,63.4453,120.3167,-11.34,91,Clouds,0.36,RU,1698708735
558,save,8.0425,2.486,25.66,80,Clouds,1.29,BJ,1698730693
559,heunghae,36.1125,129.3522,20.89,41,Clear,2.84,KR,1698702205
560,candelaria,13.9311,121.4233,29.66,75,Clouds,3.66,PH,1698702504
561,port macquarie,-31.4333,152.9167,27.72,53,Clouds,3.76,AU,1698691988
562,maxixe,-23.8597,35.3472,19.6,70,Clouds,4.21,MZ,1698720787
563,gunjur,13.2019,-16.7339,23.04,94,Thunderstorm,0.0,GM,1698735624
564,skovorodino,53.9833,123.9167,-5.01,34,Clouds,0.71,RU,1698705677
565,fortuna,40.5982,-124.1573,9.51,76,Clear,0.0,US,1698677050
566,ribeira do pombal,-10.8344,-38.5358,19.18,93,Clouds,2.11,BR,1698739394
567,pionerskiy,54.9508,20.2275,11.19,90,Clouds,6.7,RU,1698730769
568,katsuren-haebaru,26.3369,127.8719,28.21,60,Clouds,8.23,JP,1698701781
569,dinguiraye,11.3,-10.7167,22.69,68,Clouds,1.65,GN,1698734061
570,mount pearl,47.5166,-52.7813,0.81,94,Snow,3.09,CA,1698747171
571,alaghsas,17.0187,8.0168,25.59,15,Clouds,4.97,NE,1698729924
572,keren,15.7778,38.4581,19.69,79,Clouds,2.47,ER,1698722537
573,bayji,34.9311,43.487,23.75,31,Clouds,1.19,IQ,1698722723
574,lubang,13.8584,120.124,28.76,72,Clouds,8.91,PH,1698702812
575,mariehamn,60.0973,19.9348,5.92,100,Rain,1.54,AX,1698731934
576,alofi,-19.0595,-169.9187,26.94,65,Clouds,6.69,NU,1698684005
577,galliano,29.4422,-90.2992,17.0,72,Clouds,8.23,US,1698667955
578,ouargaye,11.5033,0.0572,27.0,35,Clear,1.84,BF,1698731488
579,fukuecho,32.6881,128.8419,19.93,54,Clear,1.42,JP,1698702036
580,pori,61.4833,21.7833,-0.96,100,Snow,4.12,FI,1698731852
581,mar del plata,-38.0023,-57.5575,11.6,68,Clear,1.34,AR,1698741853
582,okulovka,58.4008,33.2908,0.31,99,Clouds,1.57,RU,1698728324
583,zemio,5.0314,25.1361,21.38,89,Clouds,1.32,CF,1698725076
584,kassala,15.451,36.4,26.34,69,Clouds,2.83,SD,1698723010
585,sodra sandby,56.5667,16.6167,8.92,97,Clouds,2.96,SE,1698731945
586,khark,29.2614,50.3306,24.01,73,Clouds,0.0,IR,1698720618
587,gwanda,-20.9333,29.0,10.46,87,Rain,5.11,ZW,1698722521
588,snohomish,48.0498,-121.7179,3.67,95,Clouds,2.48,US,1698677311
589,savannah,32.0835,-81.0998,21.08,91,Clear,2.57,US,1698665952
590,prieska,-29.6641,22.7474,9.83,78,Clear,6.42,ZA,1698723358
